address,city,country,gmaps_place_id,gmaps_url,key,lat,lng,location_name,motto,name,nickname,postal_code,rookie_year,state_prov,team_number,website,home_championship.2017,home_championship.2018,district
NA,Laredo,USA,NA,NA,frc7521,NA,NA,NA,NA,NASA/American Electric Power/Deutsch & Deutsch/Warren Transport Inc.&United H S,ULTIMATE Robotics,78045,2019,Texas,7521,NA,Houston,Houston,tx
NA,El Paso,USA,NA,NA,frc7533,NA,NA,NA,NA,Bowie H S,OSO-TECH,79905,2019,Texas,7533,NA,Houston,Houston,tx
NA,Fort Worth,USA,NA,NA,frc7534,NA,NA,NA,NA,Southwest H S,Dragonflies,76133,2019,Texas,7534,NA,Houston,Houston,tx
NA,Arlington,USA,NA,NA,frc7535,NA,NA,NA,NA,Texas Workforce Commission/NASA/FIRST in Texas&Summit International Preparatory,Purple Poison,76011,2019,Texas,7535,NA,Houston,Houston,tx
NA,Sandia Park,USA,NA,NA,frc7540,NA,NA,NA,NA,East Mtn High School,The Sandia Singularities,87047,2019,New Mexico,7540,NA,Houston,Houston,tx
NA,Muleshoe,USA,NA,NA,frc7573,NA,NA,NA,NA,Muleshoe H S,MULEBOTICS,79347,2019,Texas,7573,https://classroom.google.com/u/1/c/MTY4NDkwOTg5MDJa,Houston,Houston,tx
NA,Sweeny,USA,NA,NA,frc7616,NA,NA,NA,NA,Sweeny ISD/The Dow Chemical Company/FIRST in Texas/Argosy Foundation&Sweeny H S,Cerberus,77480,2019,Texas,7616,NA,Houston,Houston,tx
NA,Spring Branch,USA,NA,NA,frc7621,NA,NA,NA,NA,Smithson Valley H S,Iron Rangers,78070,2019,Texas,7621,NA,Houston,Houston,tx
NA,Santa Fe,USA,NA,NA,frc7649,NA,NA,NA,NA,Santa Fe Public Schools/Argosy Foundation/Rio Grande Orthodonics/Guadalupe Credit Union/Toyota of Santa Fe/NuStar&Santa Fe Public Schools/All District Team,Feles Numine,87505,2019,New Mexico,7649,NA,Houston,Houston,tx
NA,Tomball,USA,NA,NA,frc7691,NA,NA,NA,NA,Tomball star academy,Oakley,77375,2019,Texas,7691,NA,Houston,Houston,tx
NA,Dallas,USA,NA,NA,frc7704,NA,NA,NA,NA,Dallas ISD STEM Department&Justin F Kimball H S,Kimball E-TECH @ Mountain View College ,75233,2019,Texas,7704,https://www.dallasisd.org/Page/2562,Houston,Houston,tx
NA,Sugar Land,USA,NA,NA,frc7705,NA,NA,NA,NA,Harmony School of Science - Houston High,Mustangs Robotics,77478,2019,Texas,7705,NA,Houston,Houston,tx
NA,Terrell,USA,NA,NA,frc7708,NA,NA,NA,NA,Terrell H S,Tiger Nation ,75160,2019,Texas,7708,https://sites.google.com/terrellisd.org/terrellhighschoolrobotics/frc/team-7708?read_current=1,Houston,Houston,tx
NA,Carrollton,USA,NA,NA,frc7720,NA,NA,NA,NA,Family/Community,⚠️ Dallas Area Robotics Experience ⚠️ ,75006,2019,Texas,7720,http:///www.firstinspires.org,Houston,Houston,tx
NA,Dallas,USA,NA,NA,frc7749,NA,NA,NA,NA,L G Pinkston High School,Level UP,75212,2019,Texas,7749,NA,Houston,Houston,tx
NA,Alpine,USA,NA,NA,frc7750,NA,NA,NA,NA,Alpine H S,Alpine robo bucks,79830,2019,Texas,7750,NA,Houston,Houston,tx
NA,San Antonio,USA,NA,NA,frc7837,NA,NA,NA,NA,Leaptran/Texas Workforce Commission/Argosy Foundation/First in Texas&Milton B Lee Academy of Science & Engineering,Beast of Prey,78213,2019,Texas,7837,NA,Houston,Houston,tx
NA,Wimberley,USA,NA,NA,frc7872,NA,NA,NA,NA,Dell&Wimberley H S,Wimberley Wavelengths,78676,2019,Texas,7872,NA,Houston,Houston,tx
